Name,Relevant,Subject category,Datatype,Target,Abstract Note,Author,DOI,Item Type,Key,Publication Year,from,match
Object-Aware Multimodal Named Entity Recognition in Social Media Posts with Adversarial Learning,NO,,,,"Named Entity Recognition (NER) in social media posts is challenging since texts are usually short and contexts are lacking. Most recent works show that visual information can boost the NER performance since images can provide complementary contextual information for texts. However, the image-level features ignore the mapping relations between fine-grained visual objects and textual entities, which results in error detection in entities with different types. To better exploit visual and textual information in NER, we propose an adversarial gated bilinear attention neural network (AGBAN). The model jointly extracts entity-related features from both visual objects and texts, and leverages an adversarial training to map two different representations into a shared representation. As a result, domain information contained in an image can be transferred and applied for extracting named entities in the text associated with the image. Experimental results on Tweets dataset demonstrate that our model outperforms the state-of-the-art methods. Moreover, we systematically evaluate the effectiveness of the proposed gated bilinear attention network in capturing the interactions of mutimodal features visual objects and textual words. Our results indicate that the adversarial training can effectively exploit commonalities across heterogeneous data sources, which leads to improved performance in NER when compared to models purely exploiting text data or combining the image-level visual features.  1999-2012 IEEE.","Zheng, Changmeng; Wu, Zhiwei; Wang, Tao; Cai, Yi; Li, Qing",10.1109/TMM.2020.3013398,journalArticle,KPU6HE8T,2021,,1
Runway Detection and Localization in Aerial Images using Deep Learning,NO,,,,"Landing is the most difficult phase of the flight for any airborne platform. Due to lack of efficient systems, there have been numerous landing accidents resulting in the damage of onboard hardware. Vision based systems provides low cost solution to detect landing sites by providing rich textual information. To this end, this research focuses on accurate detection and localization of runways in aerial images with untidy terrains which would consequently help aerial platforms especially Unmanned Aerial Vehicles (commonly referred to as Drones) to detect landing targets (i.e., runways) to aid automatic landing. Most of the prior work regarding runway detection is based on simple image processing algorithms with lot of assumptions and constraints about precise position of runway in a particular image. First part of this research is to develop runway detection algorithm based on state-of-the-art deep learning architectures while the second part is runway localization using both deep learning and non-deep learning based methods. The proposed runway detection approach is two-stage modular where in the first stage the aerial image classification is achieved to find the existence of runway in that particular image. Later, in the second stage, the identified runways are localized using both conventional line detection algorithms and more recent deep learning models. The runway classification has been achieved with an accuracy of around 97% whereas the runways have been localized with mean Intersection-over-Union (IoU) score of 0.8.  2019 IEEE.","Akbar, Javeria; Shahzad, Muhammad; Malik, Muhammad Imran; Ul-Hasan, Adnan; Shafait, Fasial",10.1109/DICTA47822.2019.8945889,conferencePaper,TS846LEB,2019,,1
"The Application of Convolutional Neural Networks to Detect Slow, Sustained Deformation in InSAR Time Series",NO,,,,"Automated systems for detecting deformation in satellite interferometric synthetic aperture radar (InSAR) imagery could be used to develop a global monitoring system for volcanic and urban environments. Here, we explore the limits of a convolutional neural networks for detecting slow, sustained deformations in wrapped interferograms. Using synthetic data, we estimate a detection threshold of 3.9cm for deformation signals alone and 6.3cm when atmospheric artifacts are considered. Overwrapping reduces this to 1.8 and 5.2cm, respectively, as more fringes are generated without altering signal to noise ratio. We test the approach on time series of cumulative deformation from Campi Flegrei and Dallol, where overwrapping improves classification performance by up to 15%. We propose a mean-filtering method for combining results of different wrap parameters to flag deformation. At Campi Flegrei, deformation of 8.5cm/year was detected after 60days and at Dallol, deformation of 3.5cm/year was detected after 310days. This corresponds to cumulative displacements of 3 and 4cm consistent with estimates based on synthetic data. 2019. The Authors.","Anantrasirichai, N.; Biggs, J.; Albino, F.; Bull, D.",10.1029/2019GL084993,journalArticle,AWSK8IPV,2019,,1
A deep learning-based pipeline for error detection and quality control of brain MRI segmentation results [arXiv],specific,,,,"Brain MRI segmentation results should always undergo a quality control (QC) process, since automatic segmentation tools can be prone to errors. In this work, we propose two deep learning-based architectures for performing QC automatically. First, we used generative adversarial networks for creating error maps that highlight the locations of segmentation errors. Subsequently, a 3D convolutional neural network was implemented to predict segmentation quality. The present pipeline was shown to achieve promising results and, in particular, high sensitivity in both tasks.","Brusini, I.; Ferreira Padilla, D.; Barroso, J.; Skoog, I.; Smedby, O.; Westman, E.; Chunliang Wang",,journalArticle,BLZTZW9P,2020,,1
"EMNLP 2016 - 7th International Workshop on Health Text Mining and Information Analysis, LOUHI 2016 - Proceedings of the Workshop",NO,,,,The proceedings contain 13 papers. The topics discussed include: an investigation of recurrent neural architectures for drug name recognition; clinical text prediction with numerically grounded conditional language models; modelling radiological language with bidirectional long short-term memory network; data resource acquisition from people at various stages of cognitive decline  design and exploration considerations; analysis of anxious word usage on online health forums; retrofitting word vectors of MeSH terms to improve semantic similarity measures; unsupervised resolution of acronyms and abbreviations in nursing notes using document-level context models; low-resource OCR error detection and correction in French clinical texts; citation analysis with neural attention models; and replicability of research in biomedical natural language processing: a pilot evaluation for a coding task.,,,conferencePaper,BTWJ2NPB,2016,,1
A Defect Detection Method Based on Improved Mask R-CNN for Wafer Maps,NO,,,,"Pattern recognition of defects in wafer drawing is very important to determine the root cause of production defects, which can provide insights for the production improvement of wafer plants. In wafer manufacturing process, there will be mixed defects, detection of mixed defects is much more complex. Deep learning method has become a good choice to solve the problem of complex pattern recognition. In this paper, an improved Mask R-CNN model for wafer defect map is proposed. The ability of small target recognition is improved by fusing residual network and feature pyramid network, and the target feature can be fully extracted in the shallow model, so that the efficiency of feature extraction is improved. Secondly, an improved non-maximum suppression (NMS) algorithm is added to solve the error detection problem caused by traditional algorithms. The experimental results show that the improved Mask R-CNN model is superior to the conventional model, and has better recognition effect for small targets and shallow models. Secondly, the improved NMS algorithm is added to improve the detection precision.",Yang Li; Jianguo Wang,10.1109/ICCNEA53019.2021.00038,conferencePaper,3LU7MBYN,2021,,1
Exploring uncertainty measures in deep networks for multiple sclerosis lesion detection and segmentation,NO,,,,"Deep learning (DL) networks have recently been shown to outperform other segmentation methods on various public, medical-image challenge datasets [3, 11, 16], especially for large pathologies. However, in the context of diseases such as Multiple Sclerosis (MS), monitoring all the focal lesions visible on MRI sequences, even very small ones, is essential for disease staging, prognosis, and evaluating treatment efficacy. Moreover, producing deterministic outputs hinders DL adoption into clinical routines. Uncertainty estimates for the predictions would permit subsequent revision by clinicians. We present the first exploration of multiple uncertainty estimates based on Monte Carlo (MC) dropout [4] in the context of deep networks for lesion detection and segmentation in medical images. Specifically, we develop a 3D MS lesion segmentation CNN, augmented to provide four different voxel-based uncertainty measures based on MC dropout. We train the network on a proprietary, large-scale, multi-site, multi-scanner, clinical MS dataset, and compute lesion-wise uncertainties by accumulating evidence from voxel-wise uncertainties within detected lesions. We analyze the performance of voxel-based segmentation and lesion-level detection by choosing operating points based on the uncertainty. Empirical evidence suggests that uncertainty measures consistently allow us to choose superior operating points compared only using the networks sigmoid output as a probability.  Springer Nature Switzerland AG 2018.","Nair, Tanya; Precup, Doina; Arnold, Douglas L.; Arbel, Tal",10.1007/978-3-030-00928-1_74,conferencePaper,3LL9S54N,2018,,1
SIPs: Succinct Interest Points from Unsupervised Inlierness Probability Learning,NO,,,,"A wide range of computer vision algorithms rely on identifying sparse interest points in images and establishing correspondences between them. However, only a subset of the initially identified interest points results in true correspondences (inliers). In this paper, we seek a detector that finds the minimum number of points that are likely to result in an application-dependent 'sufficient' number of inliers k. To quantify this goal, we introduce the 'k-succinctness' metric. Extracting a minimum number of interest points is attractive for many applications, because it can reduce computational load, memory, and data transmission. Alongside succinctness, we introduce an unsupervised training methodology for interest point detectors that is based on predicting the probability of a given pixel being an inlier. In comparison to previous learned detectors, our method requires the least amount of data pre-processing. Our detector and other state-of-the-art detectors are extensively evaluated with respect to succinctness on popular public datasets covering both indoor and outdoor scenes, and both wide and narrow baselines. In certain cases, our detector is able to obtain an equivalent amount of inliers with as little as 60% of the amount of points of other detectors. The code and trained networks are provided at https://github.com/uzh-rpg/sips2-open.  2019 IEEE.","Cieslewski, Titus; Derpanis, Konstantinos G.; Scaramuzza, Davide",10.1109/3DV.2019.00072,conferencePaper,T63LHJKK,2019,,1
Deep Learning in Microscopy Image Analysis: A Survey,NO,,,,"Computerized microscopy image analysis plays an important role in computer aided diagnosis and prognosis. Machine learning techniques have powered many aspects of medical investigation and clinical practice. Recently, deep learning is emerging as a leading machine learning tool in computer vision and has attracted considerable attention in biomedical image analysis. In this paper, we provide a snapshot of this fast-growing field, specifically for microscopy image analysis. We briefly introduce the popular deep neural networks and summarize current deep learning achievements in various tasks, such as detection, segmentation, and classification in microscopy image analysis. In particular, we explain the architectures and the principles of convolutional neural networks, fully convolutional networks, recurrent neural networks, stacked autoencoders, and deep belief networks, and interpret their formulations or modelings for specific tasks on various microscopy images. In addition, we discuss the open challenges and the potential trends of future research in microscopy image analysis using deep learning.  2012 IEEE.","Xing, Fuyong; Xie, Yuanpu; Su, Hai; Liu, Fujun; Yang, Lin",10.1109/TNNLS.2017.2766168,journalArticle,PQTBEETE,2018,,1
Object Classification using Deep Learning on Extremely Low-Resolution Time-of-Flight Data,NO,,,,"This paper proposes two novel deep learning models for 2D and 3D classification of objects in extremely low-resolution time-of-flight imagery. The models have been developed to suit contemporary range imaging hardware based on a recently fabricated Single Photon Avalanche Diode (SPAD) camera with 64 x 64 pixel resolution. Being the first prototype of its kind, only a small data set has been collected so far which makes it challenging for training models. To bypass this hurdle, transfer learning is applied to the widely used VGG-16 convolutional neural network (CNN), with supplementary layers added specifically to handle SPAD data. This classifier and the renowned Faster-RCNN detector offer benchmark models for comparison to a newly created 3D CNN operating on time-of-flight data acquired by the SPAD sensor. Another contribution of this work is the proposed shot noise removal algorithm which is particularly useful to mitigate the camera sensitivity in situations of excessive lighting. Models have been tested in both low-light indoor settings and outdoor daytime conditions, on eight objects exhibiting small physical dimensions, low reflectivity, featureless structures and located at ranges from 25m to 700m. Despite antagonist factors, the proposed 2D model has achieved 95% average precision and recall, with higher accuracy for the 3D model.  2018 IEEE.","Ruvalcaba-Cardenas, Ana Daysi; Scoleri, Tony; Day, Geoffrey",10.1109/DICTA.2018.8615877,conferencePaper,F3ZC634J,2018,,1
Tai Chi Movement Recognition Method Based on Deep Learning Algorithm,NO,,,,"… , the average error detection rate of the deep learning algorithm in … model, deep learning algorithm of error detection rate was … It shows that the deep learning algorithm can accurately …","Liu, L; Qing, MA; Chen, S; Li, Z",,journalArticle,MG5CQ9RJ,2022,,1
An Automatic Detection and Identification Method of Welded Joints Based on Deep Neural Network,NO,,,,"Welding quality is an important factor to affect the performance, quality and strength of different products, and it will affect the safe production. Therefore, welding quality detection is a key process of industrial production. And the detection and identification of welded joints are the premise of welding quality detection, which could reduce the quality detection range and improve the detection precision. Welded joint identification is also important for providing information for automatic control of welding process. Faced with the complex characteristics of industrial environment, such as weak texture, weak contrast and corrosion, we propose a detection and identification method of welded joints based on deep neural network. Firstly, aimed at the problem of insufficient training samples, combined with image processing and Generative Adversarial Network (GAN), the high-quality training samples are generated. Secondly, the updating mechanism of training samples is established to guarantee that the deep neural network model could cover all samples. Finally, the detection and identification of welded joints are realized by the deep neural network which could avoid the handcrafted features of conventional machine learning methods. Experiments show that the proposed method could quickly and efficiently finish the detection and identification task of welded joints. Meanwhile, the proposed method could well solve the detection and identification problems of complex industrial environment.  2013 IEEE.","Yang, Lei; Liu, Yanhong; Peng, Jinzhu",10.1109/ACCESS.2019.2953313,journalArticle,6R7UTHC6,2019,,1
Text detection and recognition for natural scene images using deep convolutional neural networks,NO,,,,"Words are the most indispensable information in human life. It is very important to analyze and understand the meaning of words. Compared with the general visual elements, the text conveys rich and high-level moral information, which enables the computer to better understand the semantic content of the text. With the rapid development of computer technology, great achievements have been made in text information detection and recognition. However, when dealing with text characters in natural scene images, there are still some limitations in the detection and recognition of natural scene images. Because natural scene image has more interference and complexity than text, these factors make the detection and recognition of natural scene image text face many challenges. To solve this problem, a new text detection and recognition method based on depth convolution neural network is proposed for natural scene image in this paper. In text detection, this method obtains high-level visual features from the bottom pixels by ResNet network, and extracts the context features from character sequences by BLSTM layer, then introduce to the idea of faster R-CNN vertical anchor point to find the bounding box of the detected text, which effectively improves the effect of text object detection. In addition, in text recognition task, DenseNet model is used to construct character recognition based on Kares. Finally, the output of Softmax is used to classify each character. Our method can replace the artificially defined features with automatic learning and context-based features. It improves the efficiency and accuracy of recognition, and realizes text detection and recognition of natural scene images. And on the PAC2018 competition platform, the experimental results have achieved good results.  2019 Tech Science Press. All rights reserved.","Wu, Xianyu; Luo, Chao; Zhang, Qian; Zhou, Jiliu; Yang, Hao; Li, Yulian",10.32604/cmc.2019.05990,journalArticle,JE5RF6VL,2019,,1
Research on visual vehicle detection and tracking based on deep learning,NO,,,,"… detection based on deep learning and vehicle tracking based … of YOLOV3 convolutional neural network, the vehicle video … by the detection accuracy and error detection rate. Firstly, the …","Zhang, Y; Song, X; Wang, M; Guan, T; Liu, J; ...",10.1088/1757-899X/892/1/012051,conferencePaper,ZB8F55KL,2020,,1
Language modeling in speech recognition for grammatical error detection based on neural machine translation,text,,,,"… application of deep learning, a large number of research studies on deep neural network (DNN)… Finally, we analyze the performance of the proposed LM in grammatical error detection (…","Fu, J; Chiba, Y; Nose, T; Ito, A",,journalArticle,SUA4MQQ5,2020,aug,1
Uolo - Automatic object detection and segmentation in biomedical images,NO,,,,"We propose UOLO, a novel framework for the simultaneous detection and segmentation of structures of interest in medical images. UOLO consists of an object segmentation module which intermediate abstract representations are processed and used as input for object detection. The resulting system is optimized simultaneously for detecting a class of objects and segmenting an optionally different class of structures. UOLO is trained on a set of bounding boxes enclosing the objects to detect, as well as pixel-wise segmentation information, when available. A new loss function is devised, taking into account whether a reference segmentation is accessible for each training image, in order to suitably backpropagate the error. We validate UOLO on the task of simultaneous optic disc (OD) detection, fovea detection, and OD segmentation from retinal images, achieving state-of-the-art performance on public datasets.  Springer Nature Switzerland AG 2018.","Araujo, Teresa; Aresta, Guilherme; Galdran, Adrian; Costa, Pedro; Mendonca, Ana Maria; Campilho, Aurelio",10.1007/978-3-030-00889-5_19,conferencePaper,F28JW2TX,2018,,1
A real-time semantic segmentation algorithm for aerial imagery,NO,,,,"We propose a novel effective algorithm for real-time semantic segmentation of images that has the best accuracy in its class. Based on a comparative analysis of preliminary segmentation methods, methods for calculating attributes from image segments, as well as various algorithms of machine learning, the most effective methods in terms of their accuracy and performance are identified. Based on the research results, a modular near real-time algorithm of semantic segmentation is constructed. Training and testing is performed on the ISPRS Vaihingen collection of aerial photos of the visible and IR ranges, to which a pixel map of the terrain heights is attached. An original method for obtaining a normalized nDSM for the original DSM is proposed.  2018, Institution of Russian Academy of Sciences. All rights reserved.","Blokhinov, Yury Borisovitch; Gorbachev, Vadim Aleksandrovich; Rakutin, Yury Olegovich; Nikitin, Andrey Dmitrievich",10.18287/2412-6179-2018-42-1-141-148,journalArticle,MUZLZ6MH,2018,,1
Wafer Manufacturing Data Anomaly Detection Based on Error Attention,NO,,,,"In wafer manufacturing processes, it was difficult and inefficient to extract abnormal data in the anomaly detection. Therefore, an anomaly detection method was proposed based on error attention mechanism. Firstly, the wafer manufacturing data was converted into grayscale images while keeping the data distribution unchanged. Then, based on the errors with the normal sample, a position-based flexible attention map was generated for the grayscale images. The dominant expressions of the error features were developed while the redundant features areomitted. In addition, deep learning neural network model LeNet-5 was used to perform convolution training to obtain an optimal model for anomaly detection. Finally, the wafer fabrication data set was used to compare the performance between the proposed method and the existing methods. The proposed method reduces the time consuming by 160% and increases the F2-Score by 3%, which verifies the effectiveness of the method.  2020, China Mechanical Engineering Magazine Office. All right reserved.","Yu, Shilong; Bao, Jinsong; Li, Jie; Zhang, Qihua",10.3969/j.issn.1004-132X.2020.14.007,journalArticle,733IU6VU,2020,,1
Quantification and Analysis of Laryngeal Closure from Endoscopic Videos,NO,,,,"Objective: At present, there are no objective techniques to quantify and describe laryngeal obstruction, and the reproducibility of subjective manual quantification methods is insufficient, resulting in diagnostic inaccuracy and a poor signal-to-noise ratio in medical research. In this work, a workflow is proposed to quantify laryngeal movements from laryngoscopic videos, to facilitate the diagnosis procedure. Methods: The proposed method analyses laryngoscopic videos, and delineates glottic opening, vocal folds, and supraglottic structures, using a convolutional neural networks (CNNs) based algorithm. The segmentation is divided into two steps: A bounding box which indicates the region of interest (RoI) is found, followed by segmentation using fully convolutional networks (FCNs). The segmentation results are statistically quantified along the temporal dimension and processed using singular spectrum analysis (SSA), to extract clear objective information that can be used by the clinicians in diagnosis. Results: The segmentation was validated on 400 images from 20 videos acquired using different endoscopic systems from different patients. The results indicated significant improvements over using FCN only in terms of both processing speed (16 FPS vs. 8 FPS) and segmentation result statistics. Five clinical cases on patients have also been provided to showcase the quantitative analysis results using the proposed method. Conclusion: The proposed method guarantees a robust and fast processing of laryngoscopic videos. Measurements of glottic angles and supraglottic index showed distinctive patterns in the provided clinical cases. Significance: The proposed automated and objective method extracts important temporal laryngeal movement information, which can be used to aid laryngeal closure diagnosis.  1964-2012 IEEE.","Lin, Jianyu; Walsted, Emil S.; Backer, Vibeke; Hull, James H.; Elson, Daniel S.",10.1109/TBME.2018.2867636,journalArticle,KHWLQEEQ,2019,,1
Detection model for tea buds based on region brightness adaptive correction,NO,,,,"An Accurate and rapid detection of tea buds can be a critical precondition in an intelligent tea-picking system. Nevertheless, it is still lacking in the robustness, universality, and accuracy during the segmentation of tea buds images under natural light. Fortunately, deep learning can greatly contribute to the artificial extraction of features for higher accuracy of tea bud detection in recent years. However, the current detection of tea bud can also be affected by the light to a great extent. Thus, it is very necessary to establish a new model of tea bud detection with high robustness and low sensitivity for intelligent tea picking in a natural environment. A novel automatic detection model of tea buds was proposed using a regional brightness adaptive correction and deep learning, in order to improve the robustness under different light intensities. First, the Longjing 43 tea was taken as a research object to collect the images under various light intensities. A labelling software was then used to label for the ""V"" and ""I"" posture of one bud and one leaf. After that, a data enhancement was performed by adding the Gaussian noise and horizontal mirroring. Second, the RGB images were converted to the grayscale images, of which the gray values were averaged. Subsequently, the distribution of the Average Gray (AG) values and convolution feature diagram were utilized to classify the grayscale images under different illumination intensities. Specifically, three levels were obtained, including the low, medium, and high brightness, corresponding to the intervals [30, 90), [90, 170), and [170, 230], respectively. A gamma brightness adaptive correction was then performed on the images with high brightness using different sizes of partitioning. At last, the multiple models of tea buds detection using deep learning were trained on the same training and test set. The results showed that the YOLOv5+CSPDarknet53 presented an optimal performance of tea bud detection, with the detection precision of 88.2% and recall rate of 82.1%, compared with SSD+VGG16, Faster RCNN+VGG16, YOLOv3+Darknet53, and YOLOv4+CSPDarknet53 models. The precision of detection was improved by 4.8 percentage points after a detection suppression on the YOLOv5 model. Thus, there was much less phenomenon that the same target was boxed for several times. Moreover, the image features of tea buds were of high significance in the brightness intervals [30, 90) and [90, 170), indicating that there was a much fewer influence of the brightness adaptive correction on the detection of the images with the medium or low brightness. There was also a relatively lower contrast between the tea buds and old leaves in the high brightness images. Furthermore, the significance of tea buds was weakened with the deepening of network layers, indicating that the effective features of tea buds cannot be extracted so far. As such, the recall rate of bud detection was only 71.1% for the high brightness images, indicating a relatively high missing detection rate. More importantly, the recall rate of bud detection was promoted by 19.2 percentage points than before, particularly after 23 block and regional gamma adaptive brightness correction for the high brightness images. The testing of tea images under various light intensities demonstrated that the YOLOv5 detection model using a regional brightness adaptive correction achieved the detection precision of 92.4% and the recall rate of 90.4%, indicating high robustness and low sensitivity to light changes. Therefore, the finding can provide a promising theoretical basis for the intelligent tea-picking system under natural light conditions.  2021, Editorial Department of the Transactions of the Chinese Society of Agricultural Engineering. All right reserved.","Lyu, Jun; Fang, Mengrui; Yao, Qing; Wu, Chuanyu; He, Yinglei; Bian, Lei; Zhong, Xiaoyu",10.11975/j.issn.1002-6819.2021.22.032,journalArticle,J8WWMUSL,2021,,1
DSL: Automatic liver segmentation with faster R-CNN and deeplab,NO,,,,"Liver segmentation is a crucial step in computer-assisted diagnosis and surgical planning of liver diseases. However, it is still a quite challenging task due to four reasons. First, the grayscale of the liver and its adjacent organ tissues is similar. Second, partial volume effect makes the liver contour blurred. Third, most clinical images have serious pathology such as liver tumor. Forth, each persons liver shape is discrepant. In this paper, we proposed DSL (detection and segmentation laboratory) method based on Faster R-CNN (faster regions with CNN features) and DeepLab. The DSL consists of two steps: to reduce the scope of subsequent liver segmentation, Faster R-CNN is employed to detect liver area. Next, the detection results are input to DeepLab for segmentation. This work is evaluated on two datasets: 3Dircadb and MICCAI-Sliver07. Compared with the state-of-the-art automatic methods, our approach has achieved better performance in terms of VOE, RVD, ASD and total score.  Springer Nature Switzerland AG 2018.","Tang, Wei; Zou, Dongsheng; Yang, Su; Shi, Jing",10.1007/978-3-030-01421-6_14,conferencePaper,QDIM5PM9,2018,,1
DETECTION OF TOOL BASED EDITED IMAGES FROM ERROR LEVEL ANALYSIS AND CONVOLUTIONAL NEURAL NETWORK,NO,,,,"Image Forgery is a problem of image forensics and its detection can be leveraged using Deep Learning. In this paper we present an approach for identification of authentic and tampered images done using image editing tools with Error Level Analysis and Convolutional Neural Network. The process is performed on CASIA ITDE v2 dataset and trained for 50 and 100 epochs respectively. The respective accuracies of the training and validation sets are represented using graphs.  2022, CC BY.","Gupta, Abhishek; Joshi, Raunak; Laban, Ronald",,journalArticle,CVM2FEYW,2022,,1
Text detection based on deep convolution neural network in oracle bone rubbings,NO,,,,"In view of the particularity of oracle-bone inscriptions which are different from ordinary Chinese characters, and the low accuracy rate of traditional word processing methods on original rubbings, it was proposed that the convolutional neural network as a current mainstream method of deep learning was used to detect oracle-bone inscriptions in the original rubbings. First, positive and negative samples were collected, then they were zoomed to fixed size, the data sets of oracle rubbings image were ready; Secondly, the deep convolution network was used to train the detector; Finally, a trained detector was used to detect the location of oracle-bone inscriptions on the input image. By detecting the rubbing image in Collection of Research on Bone Shell Inscriptions and comparing it with the method based on connected area, it is proved that the detection accuracy and error detection rate of this method are improved and reduced by 9% and 8% respectively. The experimental results show that the depth convolution neural network is effective in the field of rubbing image detection.  2018 Indian Pulp and Paper Technical Association. All rights reserved.","Shi, Xiaosong; Huang, Yongjie; Liu, Yongge",,journalArticle,VBV2R5X9,2018,,1
Combination of computer vision detection and segmentation for autonomous driving,NO,,,,"Most existing deep learning networks for computer vision attempt to improve the performance of either semantic segmentation or object detection. This study develops a unified network architecture that uses both semantic segmentation and object detection to detect people, cars, and roads simultaneously. To achieve this goal, we create an environment in the Unity engine as our dataset. We train our proposed unified network that combines segmentation and detection approaches with the simulation dataset. The proposed network can perform end-to-end prediction and performs well on the tested dataset. The proposed approach is also efficient, processing each image in about 30 ms on an NVIDIA GTX 1070.  2018 IEEE.","Tseng, Yu-Ho; Jan, Shau-Shiun",10.1109/PLANS.2018.8373485,conferencePaper,F5CBUWFZ,2018,,1
An analogy between various machine-learning techniques for detecting construction materials in digital images,NO,,,,"Digital images and video clips collected at construction jobsites are commonly used for extracting useful information. Exploring new applications for image processing techniques within the area of construction engineering and management is a steady growing field of research. One of the initial steps for various image processing applications is automatically detecting various types of construction materials on construction images. In this paper, the authors conducted a comparison study to evaluate the performance of different machine learning techniques for detection of three common categorists of building materials: Concrete, red brick, and OSB boards. The employed classifiers in this research are: Multilayer Perceptron (MLP), Radial Basis Function (RBF), and Support Vector Machine (SVM). To achieve this goal, the feature vectors extracted from image blocks are classified to perform a comparison between the efficiency of these methods for building material detection. The results indicate that for all three types of materials, SVM outperformed the other two techniques in terms of accurately detecting the material textures in images. The results also reveals that the common material detection algorithms perform very well in cases of detecting materials with distinct color and appearance (e.g., red brick); while their performance for detecting materials with color and texture variance (e.g., concrete) as well as materials containing similar color and appearance properties with other elements of the scene (e.g., ORB boards) might be less accurate.  2016, Korean Society of Civil Engineers and Springer-Verlag Berlin Heidelberg.","Rashidi, Abbas; Sigari, Mohamad Hoseyn; Maghiar, Marcel; Citrin, David",10.1007/s12205-015-0726-0,journalArticle,3KVRDSD3,2016,,1
Annotation Error Detection: Analyzing the Past and Present for a More Coherent Future,YES,,,,"… Therefore, many automatic methods for annotation error detection (AED) have been devised over the years. These methods enable dataset creators and machine learning practitioners …","Klie, JC; Webber, B; Gurevych, I",,journalArticle,P6D23SBS,2022,aug,1
Bacterial colonies detecting and counting based on enhanced CNN detection method,NO,,,,"… error detection which is not colony. Behind the output end of the detection networN, the MOBILENETBV1[5] is applied to remove error detection … caffe[7] deep learning frameworN. Then …","Liu, S; Gai, Z; Chai, X; Guo, F; Zhang, M; ...",,conferencePaper,88X2QZ8D,2021,,1
On the Potential of Fully Convolutional Neural Networks for Musical Symbol Detection,NO,,,,Musical symbol detection on the page is an outstanding Optical Music Recognition (OMR) subproblem. We propose using a fully convolutional segmentation network to produce high-quality pixel-wise symbol probability masks. Experiments on notehead detection show a very promising detection f-score of 0.98 with elementary detection methods.  2017 IEEE.,"Dorfer, Matthias; Hajic, Jan; Widmer, Gerhard",10.1109/ICDAR.2017.274,conferencePaper,3IUHFAY9,2017,,1
Deep Learning Models for Tuberculosis Detection from Chest X-ray Images,NO,,,,"This paper explores the usefulness of transfer learning on medical imaging for tuberculosis detection. We show an improved method for transfer learning over the regular method of using ImageNet weights. We also discover that the low-level features from ImageNet weights are not useful for imaging tasks for modalities like X-rays and also propose a new method for obtaining low level features by training the models in a multiclass multilabel scenario. This results in an improved performance in the classification of tuberculosis as opposed to training from a randomly initialized settings. In other words, we have proposed a better way for training in a data constrained setting such as the healthcare sector.  2019 IEEE.","Nguyen, Quang H.; Nguyen, Binh P.; Dao, Son D.; Unnikrishnan, Balagopal; Dhingra, Rajan; Ravichandran, Savitha Rani; Satpathy, Sravani; Raja, Palaparthi Nirmal; Chua, Matthew C. H.",10.1109/ICT.2019.8798798,conferencePaper,IBVXX8LH,2019,,1
Real time expert system for anomaly detection of aerators based on computer vision technology and existing surveillance cameras,NO,,,,"Aerators are essential and crucial auxiliary devices in intensive culture, especially in industrial culture in China. However, due to overload operation and poor working condition, the aerator will often has abnormal condition but cannot be detected in time, which will lead to rapid death of fish in large areas due to lack of oxygen, and then cause huge economic losses and ecological problems. The traditional methods cannot accurately detect abnormal condition of aerators in time. The manual inspection method is laborious and inefficient, and circuit detection methods often suffer from error detection or short circuit. Therefore, it is necessary to develop a real-time expert system for anomaly detection of aerators. Surveillance cameras are widely used as visual perception modules of the Internet of Things, but they are only used to detect suspicious behavior of human being in aquaculture in China. Using these widely existing surveillance cameras to realize real-time anomaly detection of aerators is a cost-free and easy-to-promote method, which also provides a useful reference and attempt for intelligent agriculture and agricultural expert systems. However, it is difficult to develop such an expert system due to some technical and applied challenges, e.g., illumination, occlusion, complex background, etc. To tackle these aforementioned challenges, we propose a real-time expert system based on computer vision technology and existing surveillance cameras for anomaly detection of aerators, which consists of two modules, i.e., object region detection and working state detection. First, it is difficult to detect the working state for some small object regions in whole images, and the time complexity of global feature comparison is also high, so we present an object region detection method based on the region proposal idea. Moreover, we propose a novel algorithm called reference frame Kanade-Lucas-Tomasi (RF-KLT) algorithm for motion feature extraction in fixed regions. Then, we present a dimension reduction method of time series for establishing a feature dataset with obvious boundaries between classes. Finally, we use machine learning algorithms to build the feature classifier. The experimental results show that the accuracy for detecting object region and working state of aerators is 100% and 99.9% respectively, and the detection speed is 77-333 frames per second (FPS) according to the different types of surveillance cameras. The proposed expert system can realize real-time, robust and cost-free anomaly detection of aerators in both the actual video dataset and the augmented video dataset. Copyright  2018, The Authors. All rights reserved.","Liu, Yeqi; Chen, Yingyi; Yu, Huihui; Fang, Xiaomin; Gong, Chuanyang",,journalArticle,Q3KQNL26,2018,,1
Research on Improved YOLOv3 Fire Detection Based on Enlarged Feature Map Resolution and Cluster Analysis,NO,,,,"… of deep learning, the proposed convolutional neural network … , which reduces the error detection rate caused by the … the problem of high error detection rate and high missing rate …","Yue, C; Ye, J",10.1088/1742-6596/1757/1/012094,conferencePaper,ZH54MBU7,2021,,1
