Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,match_criteria
WHS7IVTC,journalArticle,2020.0,"Lazarou, Michalis; Avrithis, Yannis; Stathaki, Tania",Iterative label cleaning for transductive and semi-supervised few-shot learning,,,,,,"Few-shot learning amounts to learning representations and acquiring knowledge such that novel tasks may be solved with both supervision and data being limited. Improved performance is possible by transductive inference, where the entire test set is available concurrently, and semi-supervised learning, where more unlabeled data is available. These problems are closely related because there is little or no adaptation of the representation in novel tasks. Focusing on these two settings, we introduce a new algorithm that leverages the manifold structure of the labeled and unlabeled data distribution to predict pseudo-labels, while balancing over classes and using the loss value distribution of a limited-capacity classifier to select the cleanest labels, iterately improving the quality of pseudo-labels. Our solution sets new state of the art on four benchmark datasets, namely miniImageNet, tieredImageNet, CUB and CIFAR-FS, while being robust over feature space pre-processing and the quantity of available data. Copyright  2020, The Authors. All rights reserved.",2020,2022-06-10 02:09:05,2022-07-31 03:16:08,,,,,,,,,arXiv,,,,,,,,,,,,,,,,http://dx.doi.org/10.1109/ICCV48922.2021.00863,Iterative methods; Supervised learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
RMPMJNLK,journalArticle,2021.0,"Hu, Xiaobin; Li, Guoqiang; Niu, Peifeng; Wang, Jianmei; Zha, Linlin",A generative adversarial neural network model for industrial boiler data repair,Applied Soft Computing,,15684946,10.1016/j.asoc.2021.107214,,"Many achievements have been made in using neural networks to predict complex nonlinear industrial activities. The assumption that these prediction models established is that the various data collected by the sensors are available and accurate. However, accidents always happen beyond assumptions. The interference and damage of sensors are common phenomena in actual industrial production. In this case, the data collected by the sensors is incorrect and unavailable and cannot be fed into the prediction model for work. Incorrect data leads to inaccurate predictions, and the predictions lead to incorrect actions, which ultimately affect the activities of the entire industrial assembly line. How is this kind of problem data dealt with? This is the first time that generative adversarial networks (GAN) technology has been used to repair missing boiler data. Although GAN technology was originally used for image processing, we took the lead in transferring this technology to the issue of boiler data repair. Furthermore, we proposed a novel model structure that is more suitable for boiler data repair. Our method has rigorous theoretical feasibility and has passed the experimental test.  2021 Elsevier B.V.",2021,2022-06-10 02:09:05,2022-07-30 22:30:31,,,,,104,,Applied Soft Computing,,,,,,,,,,,,,,,Publisher: Elsevier Ltd,,,http://dx.doi.org/10.1016/j.asoc.2021.107214,"Generative adversarial networks; Neural networks; Forecasting; Predictive analytics; Boilers; Data missing; Data repair; Industrial boiler; Image processing; Industrial boiler, Data repair, Data missing, Generative adversarial networks, 99-00, Neural networks, 00-01; OPTIMIZATION; PREDICTION; SYSTEMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
A9SYXK2D,conferencePaper,2019.0,"Li, Pei; Dai, Chaofan; Wang, Wenqian",Application of attribute correlation in unsupervised data cleaning,"5th International Conference on e-Society, e-Learning and e-Technologies, ICSLT 2019, January 10, 2019  -  January 12, 2019",,,10.1145/3312714.3312717,,"Referring to the supervised learning and unsupervised learning in machine learning, we divide the data cleaning processes into supervised and unsupervised two forms too, and then, we reclassify the data quality problems into canonicalization error, redundancy error, strong logic error and weak logic error according to the characteristics of unsupervised cleaning. For the weak logic errors, we propose a repair framework AC-Framework and an algorithm AC-Repair based on the attribute correlation. When repairing, we first establish a priority queue(PQ) for elements to be repaired according to the minimum cost idea and take the corresponding conflict-free data set() as a training set to learn the correlation among attributes. Then, we select the first element in PQ list as the candidate element to repair, and recompute the PQ list after one repair round to improve the efficiency. Finally, in order to prevent the algorithm from endless loops, we set a label flag to mark the repaired elements, in this way, every error element will be repaired at most once. In the experimental part, we compare the AC-Repair algorithm with the interpolation-based repair algorithm to verify its validity.  2019 Association for Computing Machinery.",2019,2022-06-10 02:09:05,2022-07-31 15:40:53,,45-51,,,,,,,ACM International Conference Proceeding Series,,,,Association for Computing Machinery,"Vienna, Austria",,,,,,,,,,,http://dx.doi.org/10.1145/3312714.3312717,"attribute correlation; attribute correlation, machine learning, minimum repair cost, Unsupervised data cleaning, weak logic errors; Cleaning; Computer circuits; E-learning; Errors; Learning systems; machine learning; Machine learning; minimum repair cost; Unsupervised data cleaning; weak logic errors; weak logic errors, attribute correlation, Unsupervised data cleaning, minimum repair cost, machine learning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BPF7YJK5,conferencePaper,2022.0,"Hwang, Pildong; Kim, Yanggon",Data Cleaning of Sound Data with Label Noise Using Self Organizing Map,"16th International Conference on Ubiquitous Information Management and Communication, IMCOM 2022, January 3, 2022  -  January 5, 2022",,,10.1109/IMCOM53663.2022.9721724,,"The noise label of data is a problem that can cause low performance of deep learning. It is difficult to manually relabel due to huge amounts of data. In addition, there are much more problems due to the similarity of sounds that are difficult to manually distinguish and label sound data. We proposed a data cleaning method using SOM (Self-Organizing Map), one of the unsupervised learning methods. In order to extract compact features from audio, densely connected layer with log scaled Mel-spectrogram is used. Data selection is performed based on the Euclidean distance of each Best matching unit (BMU) derived through the SOM. We also experiment with various grid sizes for SOM to find an efficient grid size. In addition, an appropriate distance finding experiment is conducted. This method is evaluated in sound classification using a pre-trained DenseNet model.  2022 IEEE.",2022,2022-06-10 02:09:05,2022-07-31 14:33:01,,,,,,,,,"Proceedings of the 2022 16th International Conference on Ubiquitous Information Management and Communication, IMCOM 2022",,,,Institute of Electrical and Electronics Engineers Inc.,"Seoul, Korea, Republic of",,,,,,,,,,,http://dx.doi.org/10.1109/IMCOM53663.2022.9721724,Cleaning; Deep learning; Feature extraction; Unsupervised learning; Conformal mapping; Self organizing maps; data cleaning; Training; label noise; Acoustic noise; Euclidean distance; Self-organizing feature maps; self-organizing map; sound data; Transforms; CLASSIFICATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ZU8G4IBR,journalArticle,2019.0,Pei Li; Chaofan Dai; Wenqian Wang,When Considering More Elements: Attribute Correlation in Unsupervised Data Cleaning under Blocking,Symmetry,,2073-8994,10.3390/sym11040575,http://www.mdpi.com/2073-8994/11/4/575,"In banks, governments, and internet companies, due to the increasing demand for data in various information systems and continuously shortening of the cycle for data collection and update, there may be a variety of data quality issues in a database. As the expansion of data scales, methods such as pre-specifying business rules or introducing expert experience into a repair process are no longer applicable to some information systems requiring rapid responses. In this case, we divided data cleaning into supervised and unsupervised forms according to whether there were interventions in the repair processes and put forward a new dimension suitable for unsupervised cleaning in this paper. For weak logic errors in unsupervised data cleaning, we proposed an attribute correlation-based (ACB)-Framework under blocking, and designed three different data blocking methods to reduce the time complexity and test the impact of clustering accuracy on data cleaning. The experiments showed that the blocking methods could effectively reduce the repair time by maintaining the repair validity. Moreover, we concluded that the blocking methods with a too high clustering accuracy tended to put tuples with the same elements into a data block, which reduced the cleaning ability. In summary, the ACB-Framework with blocking can reduce the corresponding time cost and does not need the guidance of domain knowledge or interventions in repair, which can be applied in information systems requiring rapid responses, such as internet web pages, network servers, and sensor information acquisition.",2019-04,2022-06-10 02:09:06,2022-07-31 03:35:09,,575 (25 pp.),,4,11,,Symmetry,,Symmetry (Switzerland),,,,,,,,,,,,,Place: Switzerland Publisher: MDPI,,,http://dx.doi.org/10.3390/sym11040575,business data processing; data handling; database management systems; information systems; Internet; pattern clustering; unsupervised learning; machine learning; data quality; attribute correlation; data blocking; RULE-BASED METHOD; unsupervised data cleaning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
5WA8H93G,conferencePaper,2020.0,"Sun, Rongfu; Wu, Yuhui; Lan, Haibo; Wang, Yulin; Ding, Ran; Xu, Jian; Liao, Siyang; Hu, Jia; Sun, Yamin",Research on multi-source heterogeneous data cleaning technology based on integrating neural network with fuzzy rules for renewable energy accommodation,"4th IEEE Conference on Energy Internet and Energy System Integration, EI2 2020, October 30, 2020  -  November 1, 2020",,,10.1109/EI250167.2020.9346757,,"In order to avoid conservative results, when calculating the ability of power system to accommodate renewable energy, social data need to be integrated. Data cleaning is an important step in integration. Traditional data cleaning methods rely only on data and ignore the implicit rules. This paper first analyzes the data requirements for renewable energy accommodation, and then proposes a data cleaning technology. This technology digs out the implicit associations between data, converts them into fuzzy rules in the form of Probabilistic soft logic (PSL), and builds a neural network based on this for data cleaning.  2020 IEEE.",2020,2022-06-10 02:09:06,2022-07-31 04:38:46,,3024-3027,,,,,,,"2020 IEEE 4th Conference on Energy Internet and Energy System Integration: Connecting the Grids Towards a Low-Carbon High-Efficiency Energy System, EI2 2020",,,,Institute of Electrical and Electronics Engineers Inc.,"Wuhan, China",,,,,,,,,,,http://dx.doi.org/10.1109/EI250167.2020.9346757,Cleaning; Fuzzy inference; Fuzzy neural networks; Neural networks; Internet; Data integration; Fuzzy rules; Renewable energy resources; Power systems; Data Clean; Fuzzy Rules; Probabilistic logic; Probabilistic Soft Logic; Renewable Energy Accommodation; Renewable energy sources; System integration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Y3URRPAC,journalArticle,2021.0,"Pham, Minh; Knoblock, Craig A.; Chen, Muhao; Vu, Binh; Pujara, Jay",SPADE: A Semi-supervised Probabilistic Approach for Detecting Errors in Tables,"30th International Joint Conference on Artificial Intelligence, IJCAI 2021, August 19, 2021  -  August 27, 2021",,,,,"Error detection is one of the most important steps in data cleaning and usually requires extensive human interaction to ensure quality. Existing supervised methods in error detection require a significant amount of training data while unsupervised methods rely on fixed inductive biases, which are usually hard to generalize, to solve the problem. In this paper, we present SPADE, a novel semi-supervised probabilistic approach for error detection. SPADE introduces a novel probabilistic active learning model, where the system suggests examples to be labeled based on the agreements between user labels and indicative signals, which are designed to capture potential errors. SPADE uses a two-phase data augmentation process to enrich a dataset before training a deep-learning classifier to detect unlabeled errors. In our evaluation, SPADE achieves an average F1-score of 0.91 over five datasets and yields a 10% improvement compared with the state-of-the-art systems.  2021 International Joint Conferences on Artificial Intelligence. All rights reserved.",2021,2022-06-10 02:09:06,2022-07-31 15:14:36,,3543-3551,,,,,,,IJCAI International Joint Conference on Artificial Intelligence,,,,,,,,,,,,,,,,,Classification (of information); Deep learning; Error detection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Y4483VGQ,journalArticle,2022.0,"Asakawa, Eiichi; Kaneko, Naoshi; Hasegawa, Dai; Shirakawa, Shinichi",Evaluation of text-to-gesture generation model using convolutional neural network,Neural Networks,,08936080,10.1016/j.neunet.2022.03.041,,"Conversational gestures have a crucial role in realizing natural interactions with virtual agents and robots. Data-driven approaches, such as deep learning and machine learning, are promising in constructing the gesture generation model, which automatically provides the gesture motion for speech or spoken texts. This study experimentally analyzes a deep learning-based gesture generation model from spoken text using a convolutional neural network. The proposed model takes a sequence of spoken words as the input and outputs a sequence of 2D joint coordinates representing the conversational gesture motion. We prepare a dataset consisting of gesture motions and spoken texts by adding text information to an existing dataset and train the models using specific speaker's data. The quality of the generated gestures is compared with those from an existing speech-to-gesture generation model through a user perceptual study. The subjective evaluation shows that the model performance is comparable or superior to those by the existing speech-to-gesture generation model. In addition, we investigate the importance of data cleansing and loss function selection in the text-to-gesture generation model. We further examine the model transferability between speakers. The experimental results demonstrate successful model transferability of the proposed model. Finally, we show that the text-to-gesture generation model can produce good quality gestures even when using a transformer architecture.  2022 The Author(s)",2022,2022-06-10 02:09:06,2022-07-31 13:53:44,,365-375,,,151,,Neural Networks,,,,,,,,,,,,,,,Publisher: Elsevier Ltd,,,http://dx.doi.org/10.1016/j.neunet.2022.03.041,Convolution; Convolutional neural network; Convolutional neural networks; Deep learning; Gesture generation; Network architecture; Spoken text; Transfer learning; Transformer architecture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
V8PBVET4,journalArticle,2021.0,"Wang, Qianlong; Guo, Yifan; Yu, Lixing; Chen, Xuhui; Li, Pan",Deep Q-Network-Based Feature Selection for Multisourced Data Cleaning,IEEE Internet of Things Journal,,23274662,10.1109/JIOT.2020.3016297,,"The Internet of Things (IoT) integrates information collected from multisources and is able to support various intelligent smart city applications, such as industrial manufacturing, power systems, and mobile healthcare. In the big data era, multisourced data are collected on a daily basis, whereas a large part of the data may be irrelevant, redundant, noisy, or even malicious from a machine learning perspective. Feature selection has been a powerful data cleaning technique to reduce data redundancy and improve system performance in machine learning. Inspired by reinforcement learning that learns from its experience, in this article, we propose a novel efficient deep $Q$ -network (DQN)-based feature selection method for multisourced data cleaning. In particular, we model the feature selection problem as a competition between an agent and the environment in dynamic states, which is solved by a DQN. Traditional DQN suffers from high computational complexity and requires a significant amount of time in order to converge in the training process. To tackle these challenges, we develop a space searching algorithm called SS to speed up the training process of the DQN agent. To validate the efficacy and efficiency of the proposed method, we conduct extensive experiments on various types of IoT data. Simulation results show that the proposed DQN-based feature selection algorithms achieve much better performance compared with state-of-the-art methods, and are robust under data poisoning attacks.  2014 IEEE.",2021,2022-06-10 02:09:06,2022-07-31 14:18:07,,16153-16164,,21,8,,IEEE Internet of Things Journal,,,,,,,,,,,,,,,Publisher: Institute of Electrical and Electronics Engineers Inc.,,,http://dx.doi.org/10.1109/JIOT.2020.3016297,Big data; Cleaning; Deep learning; Machine learning; Reinforcement learning; Feature extraction; Health care; Internet of things; feature selection; Internet of Things; Training; Correlation; Deep Q-network (DQN); multisourced data; Mutual information; reinforcement learning; Smart cities; ALGORITHM; ARTIFICIAL BEE COLONY; MUTUAL INFORMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
B9M5QEZP,conferencePaper,2019.0,"Lv, Zhining; Hu, Ziheng; Ning, Baifeng; Sun, Yu; Yan, Gangfeng; Shi, Xiasheng; Li, Wei",The Data Cleaning of Electric Industrial Control Terminal Based on the iForest and Genetic BP Neural Network Algorithms,"2nd IEEE International Conference on Information Communication and Signal Processing, ICICSP 2019, September 28, 2019  -  September 30, 2019",,,10.1109/ICICSP48821.2019.8958501,,"This paper focuses on the data cleaning of the electric industrial control terminal. First, we introduce the isolation forest algorithm for locating the dirty data. In order to improve the detection accuracy for higher dependent data in power system, the isolation forest is modified. Second, we use the BP neural network to predict the dirty data. To optimize the performance, the genetic algorithm is introduced for optimizing the weight of BP neural network. Finally, we provide a case study for illustrating the effectiveness of the proposed method.  2019 IEEE.",2019,2022-06-10 02:09:06,2022-07-31 04:02:51,,490-494,,,,,,,"2019 2nd IEEE International Conference on Information Communication and Signal Processing, ICICSP 2019",,,,Institute of Electrical and Electronics Engineers Inc.,"Weihai, China",,,,,,,,,,,http://dx.doi.org/10.1109/ICICSP48821.2019.8958501,Cleaning; Backpropagation; Neural networks; Forestry; Genetic algorithms; Signal processing; Terminals (electric); data cleaning; BP neural network; genetic algorithm; isolation forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
UNRMGI8C,conferencePaper,2022.0,"Tan, Yu; Chen, Jiannan; Benson, Craig H.",Predicting Hydraulic Conductivity of Geosynthetic Clay Liners Using a Neural Network Algorithm,"2022 GeoCongress: State of the Art and Practice in Geotechnical Engineering - Geoenvironmental Engineering; Unsaturated Soils; and Contemporary Topics in Erosion, Sustainability, and Coal Combustion Residuals, March 20, 2022  -  March 23, 2022",08950563,,10.1061/9780784484050.003,,"Hydraulic conductivity tests on geosynthetic clay liners (GCLs) to evaluate chemical compatibility can require months to years to reach equilibrium. There is a need for alternative methods to screen GCLs for chemical compatibility that are more expedient. In this study, a neural network machine learning (ML) algorithm was used to predict the hydraulic conductivity of Na-Bentonite (NaB) GCLs to leachate chemistry. Development of the ML predictive model (MLPM) included five steps: data collection, data cleaning and normalization, algorithm selection, parameters optimization, and model validation and evaluation. The MLPM is based on data collected from two decades of tests conducted on NaB GCLs with a broad range of leachates. Bentonite characteristics, permeant chemistry, and stress conditions are incorporated into the MLPM. Validation showed that the MLPM predicts hydraulic conductivity within one order of magnitude of the measured hydraulic conductivity in 85% of the cases.  ASCE",2022,2022-06-10 02:09:06,2022-07-31 04:45:11,,21-28,,,2022-March,,,,Geotechnical Special Publication,,,,American Society of Civil Engineers (ASCE),"Charlotte, NC, United states",,,,,,,,Issue: GSP 335,,,http://dx.doi.org/10.1061/9780784484050.003,Machine learning; Bentonite; Hydraulic conductivity; CATION-EXCHANGE; IMPACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
SAR6KHYL,conferencePaper,2020.0,"Zhang, Yun; Jin, Zongze; Liu, Fan; Zhu, Weilin; Mu, Weimin; Wang, Weiping",ImageDC: Image Data Cleaning Framework Based on Deep Learning,"2020 IEEE International Conference on Artificial Intelligence and Information Systems, ICAIIS 2020, March 20, 2020  -  March 22, 2020",,,10.1109/ICAIIS49377.2020.9194803,,"Although user-generated image data increases more and more quickly on the current Internet, many image methods have attracted widespread attention from industry and academia. Recently, some image classification approaches using deep learning have demonstrated that they can potentially enhance the accuracy of the classification based on the high quality datasets. However, the existing methods only consider the accuracy of the classification and ignore the quality of the datasets. To address these issues, we propose a new image data cleaning framework using deep neural networks, named ImageDC, to improve the quality of the datasets. ImageDC not only uses cleaning with the minority class to remove the images of the rarely classes, but also adopts cleaning with the low recognition rate to remove the noisy data to enhance the recognition rate of the datasets. Experimental results conducted on a variety of datasets demonstrate that our model significantly outperforms the whole approaches.  2020 IEEE.",2020,2022-06-10 02:09:06,2022-07-31 06:02:09,,748-752,,,,,,,"Proceedings of 2020 IEEE International Conference on Artificial Intelligence and Information Systems, ICAIIS 2020",,,,Institute of Electrical and Electronics Engineers Inc.,"Dalian, China",,,,,,,,,,,http://dx.doi.org/10.1109/ICAIIS49377.2020.9194803,Cleaning; Deep learning; Machine learning; Classification (of information); Neural networks; Deep neural networks; Information use; Electronic mail; Information systems; deep learning; Industries; Image classification; image classification; Image enhancement; Image recognition; data clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
7TUJA7PE,journalArticle,2019.0,"Hara, Satoshi; Nitanday, Atsushi; Maehara, Takanori",Data cleansing for models trained with SGD,,,23318422,,,"Data cleansing is a typical approach used to improve the accuracy of machine learning models, which, however, requires extensive domain knowledge to identify the influential instances that affect the models. In this paper, we propose an algorithm that can suggest influential instances without using any domain knowledge. With the proposed method, users only need to inspect the instances suggested by the algorithm, implying that users do not need extensive knowledge for this procedure, which enables even non-experts to conduct data cleansing and improve the model. The existing methods require the loss function to be convex and an optimal model to be obtained, which is not always the case in modern machine learning. To overcome these limitations, we propose a novel approach specifically designed for the models trained with stochastic gradient descent (SGD). The proposed method infers the influential instances by retracing the steps of the SGD while incorporating intermediate models computed in each step. Through experiments, we demonstrate that the proposed method can accurately infer the influential instances. Moreover, we used MNIST and CIFAR10 to show that the models can be effectively improved by removing the influential instances suggested by the proposed method. Copyright  2019, The Authors. All rights reserved.",2019,2022-06-10 02:09:07,2022-07-31 14:32:30,,,,,,,,,arXiv,,,,,,,,,,,,,Publisher: arXiv,,,,Domain Knowledge; Gradient methods; Machine learning; Stochastic models; Stochastic systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
